date,datetime,cash_type,card,money,coffee_name
6/26/2024,27:00.8,card,ANON-0000-0000-0009,37.72,Cappuccino
6/26/2024,28:14.6,card,ANON-0000-0000-0206,32.82,Americano with Milk
6/27/2024,15:43.2,card,ANON-0000-0000-0326,32.82,Americano with Milk
6/27/2024,11:48.0,card,ANON-0000-0000-0327,27.92,Cortado
6/27/2024,44:03.4,card,ANON-0000-0000-0328,32.82,Americano with Milk
6/27/2024,50:31.6,card,ANON-0000-0000-0329,37.72,Cappuccino
6/28/2024,08:35.0,card,ANON-0000-0000-0141,27.92,Cortado
6/28/2024,51:54.0,card,ANON-0000-0000-0274,23.02,Espresso
6/28/2024,50:55.4,card,ANON-0000-0000-0330,32.82,Americano with Milk
6/28/2024,52:01.9,card,ANON-0000-0000-0331,37.72,Latte
6/28/2024,28:20.0,card,ANON-0000-0000-0332,37.72,Cappuccino
6/29/2024,47:10.3,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/29/2024,40:19.6,card,ANON-0000-0000-0333,32.82,Americano with Milk
6/29/2024,41:26.6,card,ANON-0000-0000-0333,32.82,Americano with Milk
6/29/2024,30:24.4,card,ANON-0000-0000-0334,37.72,Cappuccino
6/29/2024,31:42.6,card,ANON-0000-0000-0334,37.72,Cappuccino
6/29/2024,23:43.6,card,ANON-0000-0000-0335,37.72,Cappuccino
6/29/2024,24:52.4,card,ANON-0000-0000-0335,37.72,Hot Chocolate
6/29/2024,27:22.4,card,ANON-0000-0000-0009,37.72,Latte
6/30/2024,28:09.8,card,ANON-0000-0000-0336,37.72,Latte
6/30/2024,05:50.6,card,ANON-0000-0000-0337,23.02,Espresso
6/30/2024,54:41.7,card,ANON-0000-0000-0009,37.72,Hot Chocolate
6/30/2024,04:09.7,card,ANON-0000-0000-0097,32.82,Americano with Milk
7/1/2024,07:26.8,card,ANON-0000-0000-0012,23.02,Espresso
7/1/2024,56:51.8,card,ANON-0000-0000-0338,37.72,Cappuccino
7/1/2024,57:54.3,card,ANON-0000-0000-0339,37.72,Cappuccino
7/2/2024,42:54.1,card,ANON-0000-0000-0304,32.82,Americano with Milk
7/2/2024,45:00.6,card,ANON-0000-0000-0304,27.92,Americano
7/2/2024,48:05.2,card,ANON-0000-0000-0019,37.72,Latte
7/2/2024,03:13.2,card,ANON-0000-0000-0340,27.92,Americano
7/2/2024,31:24.3,card,ANON-0000-0000-0341,32.82,Americano with Milk
7/2/2024,02:23.6,card,ANON-0000-0000-0329,32.82,Americano with Milk
7/3/2024,51:14.9,card,ANON-0000-0000-0012,32.82,Americano with Milk
7/3/2024,01:16.6,card,ANON-0000-0000-0342,37.72,Cappuccino
7/3/2024,50:25.2,card,ANON-0000-0000-0343,37.72,Cappuccino
7/3/2024,53:15.6,card,ANON-0000-0000-0270,32.82,Americano with Milk
7/3/2024,54:22.9,card,ANON-0000-0000-0344,32.82,Americano with Milk
7/3/2024,55:31.4,card,ANON-0000-0000-0270,37.72,Latte
7/3/2024,59:25.6,card,ANON-0000-0000-0345,23.02,Espresso
7/3/2024,59:01.8,card,ANON-0000-0000-0346,37.72,Cappuccino
7/3/2024,06:09.1,card,ANON-0000-0000-0009,37.72,Latte
7/4/2024,26:23.7,card,ANON-0000-0000-0143,32.82,Americano with Milk
7/4/2024,27:30.3,card,ANON-0000-0000-0012,27.92,Americano
7/5/2024,20:28.7,card,ANON-0000-0000-0058,37.72,Cocoa
7/5/2024,43:43.1,card,ANON-0000-0000-0040,32.82,Americano with Milk
7/5/2024,44:43.8,card,ANON-0000-0000-0347,32.82,Americano with Milk
7/5/2024,55:56.3,card,ANON-0000-0000-0348,23.02,Espresso
7/5/2024,55:07.8,card,ANON-0000-0000-0099,27.92,Americano
7/5/2024,11:56.5,card,ANON-0000-0000-0349,23.02,Espresso
7/5/2024,18:03.3,card,ANON-0000-0000-0350,27.92,Americano
7/5/2024,18:56.9,card,ANON-0000-0000-0350,27.92,Americano
7/5/2024,20:01.1,card,ANON-0000-0000-0351,37.72,Cappuccino
7/5/2024,21:09.5,card,ANON-0000-0000-0351,32.82,Americano with Milk
7/6/2024,28:06.8,card,ANON-0000-0000-0352,37.72,Latte
7/6/2024,15:46.0,card,ANON-0000-0000-0009,32.82,Latte
7/6/2024,17:01.0,card,ANON-0000-0000-0009,32.82,Latte
7/6/2024,09:46.1,card,ANON-0000-0000-0012,32.82,Latte
7/6/2024,10:39.6,card,ANON-0000-0000-0012,27.92,Americano with Milk
7/7/2024,04:20.2,card,ANON-0000-0000-0303,32.82,Cappuccino
7/7/2024,14:29.2,card,ANON-0000-0000-0353,27.92,Americano with Milk
7/7/2024,15:36.8,card,ANON-0000-0000-0353,27.92,Americano with Milk
7/7/2024,28:48.9,card,ANON-0000-0000-0354,32.82,Cappuccino
7/7/2024,29:56.2,card,ANON-0000-0000-0354,32.82,Cappuccino
7/7/2024,56:30.2,card,ANON-0000-0000-0355,32.82,Hot Chocolate
7/7/2024,57:47.4,card,ANON-0000-0000-0355,32.82,Cocoa
7/7/2024,07:50.3,card,ANON-0000-0000-0356,32.82,Latte
7/7/2024,33:27.2,card,ANON-0000-0000-0357,32.82,Cappuccino
7/7/2024,01:31.7,card,ANON-0000-0000-0358,32.82,Hot Chocolate
7/7/2024,33:36.3,card,ANON-0000-0000-0359,27.92,Americano with Milk
7/8/2024,33:07.7,card,ANON-0000-0000-0360,32.82,Latte
7/8/2024,02:50.4,card,ANON-0000-0000-0361,23.02,Americano
7/8/2024,40:24.3,card,ANON-0000-0000-0362,23.02,Americano
7/8/2024,30:35.0,card,ANON-0000-0000-0363,27.92,Americano with Milk
7/8/2024,14:46.2,card,ANON-0000-0000-0019,32.82,Latte
7/9/2024,26:52.1,card,ANON-0000-0000-0333,27.92,Americano with Milk
7/9/2024,40:28.8,card,ANON-0000-0000-0276,27.92,Americano with Milk
7/9/2024,21:36.1,card,ANON-0000-0000-0194,27.92,Americano with Milk
7/9/2024,22:49.9,card,ANON-0000-0000-0194,32.82,Cappuccino
7/9/2024,42:59.5,card,ANON-0000-0000-0364,27.92,Americano with Milk
7/10/2024,10:41.7,card,ANON-0000-0000-0365,23.02,Americano
7/10/2024,28:53.7,card,ANON-0000-0000-0366,27.92,Americano with Milk
7/10/2024,13:10.0,card,ANON-0000-0000-0328,32.82,Latte
7/11/2024,27:27.6,card,ANON-0000-0000-0367,32.82,Hot Chocolate
7/11/2024,48:18.7,card,ANON-0000-0000-0368,27.92,Americano with Milk
7/11/2024,22:13.6,card,ANON-0000-0000-0369,32.82,Latte
7/11/2024,30:58.5,card,ANON-0000-0000-0370,23.02,Americano
7/12/2024,03:17.5,card,ANON-0000-0000-0371,23.02,Cortado
7/12/2024,48:33.4,card,ANON-0000-0000-0372,32.82,Hot Chocolate
7/12/2024,33:25.6,card,ANON-0000-0000-0178,32.82,Hot Chocolate
7/12/2024,34:14.3,card,ANON-0000-0000-0177,32.82,Hot Chocolate
7/12/2024,35:29.5,card,ANON-0000-0000-0179,32.82,Hot Chocolate
7/13/2024,38:10.3,card,ANON-0000-0000-0365,32.82,Latte
7/13/2024,41:38.1,card,ANON-0000-0000-0365,32.82,Latte
7/14/2024,54:24.3,card,ANON-0000-0000-0373,23.02,Americano
7/14/2024,55:30.5,card,ANON-0000-0000-0373,27.92,Americano with Milk
7/14/2024,56:30.3,card,ANON-0000-0000-0373,32.82,Cappuccino
7/14/2024,57:54.1,card,ANON-0000-0000-0374,32.82,Latte
7/14/2024,02:11.8,card,ANON-0000-0000-0375,23.02,Americano
7/14/2024,31:30.0,card,ANON-0000-0000-0376,32.82,Latte
7/15/2024,33:05.6,card,ANON-0000-0000-0377,32.82,Cappuccino
7/16/2024,23:37.5,card,ANON-0000-0000-0378,27.92,Americano with Milk
7/16/2024,29:25.5,card,ANON-0000-0000-0367,32.82,Hot Chocolate
7/17/2024,04:59.7,card,ANON-0000-0000-0379,27.92,Americano with Milk
7/18/2024,10:13.4,card,ANON-0000-0000-0380,27.92,Americano with Milk
7/18/2024,11:23.4,card,ANON-0000-0000-0381,18.12,Espresso
7/18/2024,32:59.6,card,ANON-0000-0000-0059,23.02,Americano
7/18/2024,34:48.4,card,ANON-0000-0000-0059,23.02,Americano
7/18/2024,35:51.5,card,ANON-0000-0000-0059,23.02,Cortado
7/18/2024,23:33.8,card,ANON-0000-0000-0375,32.82,Latte
7/18/2024,18:23.4,card,ANON-0000-0000-0382,32.82,Cappuccino
7/18/2024,30:50.6,card,ANON-0000-0000-0009,32.82,Latte
7/18/2024,19:41.8,card,ANON-0000-0000-0383,32.82,Hot Chocolate
7/18/2024,21:59.9,card,ANON-0000-0000-0383,32.82,Latte
7/18/2024,46:18.7,card,ANON-0000-0000-0384,32.82,Latte
7/19/2024,03:02.3,card,ANON-0000-0000-0375,23.02,Americano
7/19/2024,16:20.5,card,ANON-0000-0000-0385,27.92,Americano with Milk
7/19/2024,58:37.6,card,ANON-0000-0000-0386,32.82,Latte
7/19/2024,59:55.4,card,ANON-0000-0000-0386,27.92,Americano with Milk
7/19/2024,09:20.7,card,ANON-0000-0000-0384,32.82,Latte
7/19/2024,11:22.1,card,ANON-0000-0000-0384,32.82,Cocoa
7/19/2024,36:19.3,card,ANON-0000-0000-0384,32.82,Latte
7/19/2024,37:35.8,card,ANON-0000-0000-0384,32.82,Latte
7/20/2024,05:44.5,card,ANON-0000-0000-0387,23.02,Americano
7/20/2024,06:48.7,card,ANON-0000-0000-0387,32.82,Latte
7/20/2024,07:51.4,card,ANON-0000-0000-0387,23.02,Americano
7/20/2024,00:53.6,card,ANON-0000-0000-0388,32.82,Latte
7/20/2024,02:27.8,card,ANON-0000-0000-0389,32.82,Latte
7/20/2024,39:21.0,card,ANON-0000-0000-0390,23.02,Americano
7/20/2024,15:09.2,card,ANON-0000-0000-0391,32.82,Latte
7/21/2024,30:55.8,card,ANON-0000-0000-0367,32.82,Cocoa
7/21/2024,39:28.8,card,ANON-0000-0000-0392,32.82,Cappuccino
7/21/2024,34:30.8,card,ANON-0000-0000-0393,23.02,Cortado
7/21/2024,42:31.4,card,ANON-0000-0000-0394,32.82,Latte
7/22/2024,13:23.1,card,ANON-0000-0000-0375,23.02,Americano
7/22/2024,40:49.6,card,ANON-0000-0000-0395,23.02,Americano
7/22/2024,15:37.3,card,ANON-0000-0000-0385,27.92,Americano with Milk
7/22/2024,44:37.6,card,ANON-0000-0000-0396,32.82,Latte
7/23/2024,12:56.2,card,ANON-0000-0000-0197,32.82,Latte
7/23/2024,40:19.0,card,ANON-0000-0000-0395,23.02,Americano
7/23/2024,44:53.8,card,ANON-0000-0000-0397,27.92,Americano with Milk
7/23/2024,49:25.1,card,ANON-0000-0000-0398,32.82,Cocoa
7/23/2024,51:10.4,card,ANON-0000-0000-0399,32.82,Latte
7/23/2024,01:45.7,card,ANON-0000-0000-0375,23.02,Americano
7/23/2024,03:36.5,card,ANON-0000-0000-0400,27.92,Americano with Milk
7/23/2024,20:05.0,card,ANON-0000-0000-0401,27.92,Americano with Milk
7/23/2024,21:01.3,card,ANON-0000-0000-0401,32.82,Latte
7/23/2024,01:40.6,card,ANON-0000-0000-0009,32.82,Latte
7/23/2024,23:13.5,card,ANON-0000-0000-0012,23.02,Americano
7/23/2024,24:22.6,card,ANON-0000-0000-0012,23.02,Americano
7/24/2024,16:09.8,card,ANON-0000-0000-0097,27.92,Americano with Milk
7/24/2024,38:55.0,card,ANON-0000-0000-0385,27.92,Americano with Milk
7/24/2024,54:37.5,card,ANON-0000-0000-0402,18.12,Espresso
7/24/2024,43:53.1,card,ANON-0000-0000-0379,32.82,Cappuccino
7/24/2024,55:13.8,card,ANON-0000-0000-0399,32.82,Latte
7/24/2024,45:49.8,card,ANON-0000-0000-0012,18.12,Espresso
7/24/2024,18:30.5,card,ANON-0000-0000-0009,32.82,Latte
7/24/2024,15:05.7,card,ANON-0000-0000-0205,32.82,Cappuccino
7/24/2024,16:59.8,card,ANON-0000-0000-0205,32.82,Cappuccino
7/24/2024,17:36.8,card,ANON-0000-0000-0040,27.92,Americano with Milk
7/24/2024,18:41.3,card,ANON-0000-0000-0040,23.02,Americano
7/24/2024,25:17.5,card,ANON-0000-0000-0012,23.02,Americano
7/25/2024,54:47.9,card,ANON-0000-0000-0012,23.02,Americano
7/25/2024,49:18.4,card,ANON-0000-0000-0399,32.82,Latte
7/25/2024,29:44.6,card,ANON-0000-0000-0385,27.92,Americano with Milk
7/25/2024,26:04.7,card,ANON-0000-0000-0375,23.02,Americano
7/25/2024,25:06.5,card,ANON-0000-0000-0403,32.82,Cappuccino
7/25/2024,21:00.8,card,ANON-0000-0000-0257,32.82,Cappuccino
7/25/2024,06:01.3,card,ANON-0000-0000-0404,23.02,Cortado
7/25/2024,06:50.0,card,ANON-0000-0000-0404,18.12,Espresso
7/25/2024,38:51.3,card,ANON-0000-0000-0328,23.02,Cortado
7/25/2024,39:46.8,card,ANON-0000-0000-0405,32.82,Cocoa
7/26/2024,33:01.3,card,ANON-0000-0000-0406,32.82,Latte
7/26/2024,19:37.4,card,ANON-0000-0000-0097,27.92,Americano with Milk
7/26/2024,20:34.3,card,ANON-0000-0000-0059,18.12,Espresso
7/26/2024,33:11.5,card,ANON-0000-0000-0407,23.02,Cortado
7/26/2024,34:16.6,card,ANON-0000-0000-0407,23.02,Cortado
7/26/2024,59:07.9,card,ANON-0000-0000-0408,32.82,Latte
7/26/2024,00:02.7,card,ANON-0000-0000-0408,32.82,Latte
7/26/2024,47:13.9,card,ANON-0000-0000-0385,27.92,Americano with Milk
7/26/2024,07:01.7,card,ANON-0000-0000-0379,27.92,Americano with Milk
7/26/2024,28:08.0,card,ANON-0000-0000-0339,32.82,Cappuccino
7/26/2024,29:17.7,card,ANON-0000-0000-0339,32.82,Cappuccino
7/26/2024,09:56.1,card,ANON-0000-0000-0409,32.82,Latte
7/26/2024,23:29.3,card,ANON-0000-0000-0410,23.02,Americano
7/26/2024,58:29.2,card,ANON-0000-0000-0411,32.82,Cappuccino
7/26/2024,15:09.6,card,ANON-0000-0000-0009,32.82,Latte
7/26/2024,49:52.3,card,ANON-0000-0000-0412,27.92,Americano with Milk
7/27/2024,09:16.5,card,ANON-0000-0000-0097,32.82,Cappuccino
7/27/2024,55:31.4,card,ANON-0000-0000-0413,27.92,Americano with Milk
7/27/2024,25:10.1,card,ANON-0000-0000-0059,27.92,Americano with Milk
7/27/2024,26:13.2,card,ANON-0000-0000-0040,18.12,Espresso
7/27/2024,33:23.1,card,ANON-0000-0000-0059,27.92,Americano with Milk
7/27/2024,28:41.9,card,ANON-0000-0000-0225,18.12,Espresso
7/27/2024,51:53.2,card,ANON-0000-0000-0077,32.82,Latte
7/27/2024,02:33.4,card,ANON-0000-0000-0414,32.82,Cappuccino
7/27/2024,03:39.1,card,ANON-0000-0000-0415,32.82,Cappuccino
7/27/2024,09:00.4,card,ANON-0000-0000-0416,27.92,Americano with Milk
7/27/2024,10:08.1,card,ANON-0000-0000-0416,27.92,Americano with Milk
7/27/2024,55:20.2,card,ANON-0000-0000-0009,32.82,Latte
7/27/2024,56:23.9,card,ANON-0000-0000-0417,32.82,Cappuccino
7/28/2024,07:25.9,card,ANON-0000-0000-0012,18.12,Espresso
7/28/2024,17:54.2,card,ANON-0000-0000-0276,27.92,Americano with Milk
7/28/2024,18:52.2,card,ANON-0000-0000-0276,32.82,Latte
7/29/2024,12:06.4,card,ANON-0000-0000-0418,32.82,Latte
7/29/2024,04:48.0,card,ANON-0000-0000-0012,23.02,Americano
7/29/2024,15:46.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
7/29/2024,19:44.1,card,ANON-0000-0000-0003,23.02,Americano
7/29/2024,51:24.7,card,ANON-0000-0000-0419,27.92,Americano with Milk
7/29/2024,58:29.6,card,ANON-0000-0000-0420,32.82,Cappuccino
7/29/2024,43:44.0,card,ANON-0000-0000-0421,32.82,Hot Chocolate
7/29/2024,44:55.8,card,ANON-0000-0000-0421,32.82,Hot Chocolate
7/29/2024,06:31.1,card,ANON-0000-0000-0422,32.82,Cappuccino
7/29/2024,30:16.3,card,ANON-0000-0000-0099,23.02,Americano
7/29/2024,57:34.4,card,ANON-0000-0000-0328,32.82,Cocoa
7/30/2024,41:10.9,card,ANON-0000-0000-0423,27.92,Americano with Milk
7/30/2024,05:07.2,card,ANON-0000-0000-0424,23.02,Cortado
7/30/2024,20:51.1,card,ANON-0000-0000-0425,32.82,Cappuccino
7/30/2024,13:43.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
7/30/2024,17:11.1,card,ANON-0000-0000-0141,23.02,Cortado
7/30/2024,19:34.2,card,ANON-0000-0000-0276,27.92,Americano with Milk
7/30/2024,23:20.1,card,ANON-0000-0000-0250,32.82,Latte
7/30/2024,12:07.4,card,ANON-0000-0000-0426,23.02,Americano
7/30/2024,13:16.2,card,ANON-0000-0000-0426,18.12,Espresso
7/30/2024,14:41.7,card,ANON-0000-0000-0427,27.92,Americano with Milk
7/30/2024,16:01.6,card,ANON-0000-0000-0428,27.92,Americano with Milk
7/30/2024,30:34.7,card,ANON-0000-0000-0429,27.92,Americano with Milk
7/30/2024,31:40.8,card,ANON-0000-0000-0430,27.92,Americano with Milk
7/30/2024,08:07.5,card,ANON-0000-0000-0431,32.82,Latte
7/30/2024,16:09.6,card,ANON-0000-0000-0432,27.92,Americano with Milk
7/30/2024,08:52.9,card,ANON-0000-0000-0433,23.02,Cortado
7/30/2024,09:43.6,card,ANON-0000-0000-0433,27.92,Americano with Milk
7/30/2024,24:19.9,card,ANON-0000-0000-0434,18.12,Espresso
7/30/2024,53:51.9,card,ANON-0000-0000-0097,27.92,Americano with Milk
7/30/2024,54:46.3,card,ANON-0000-0000-0097,27.92,Americano with Milk
7/30/2024,57:02.3,card,ANON-0000-0000-0347,27.92,Americano with Milk
7/30/2024,33:19.2,card,ANON-0000-0000-0435,32.82,Latte
7/30/2024,15:21.5,card,ANON-0000-0000-0436,23.02,Americano
7/30/2024,16:19.3,card,ANON-0000-0000-0436,32.82,Cappuccino
7/31/2024,59:52.1,card,ANON-0000-0000-0423,27.92,Americano with Milk
7/31/2024,37:41.9,card,ANON-0000-0000-0437,27.92,Americano with Milk
7/31/2024,38:38.2,card,ANON-0000-0000-0437,27.92,Americano with Milk
7/31/2024,54:45.3,card,ANON-0000-0000-0388,23.02,Americano
7/31/2024,55:45.1,card,ANON-0000-0000-0388,23.02,Americano
7/31/2024,58:15.9,card,ANON-0000-0000-0276,27.92,Americano with Milk
7/31/2024,11:42.6,card,ANON-0000-0000-0384,32.82,Cocoa
7/31/2024,14:00.3,card,ANON-0000-0000-0384,32.82,Latte
7/31/2024,24:49.4,card,ANON-0000-0000-0438,27.92,Americano with Milk
7/31/2024,48:06.8,card,ANON-0000-0000-0439,23.02,Cortado
7/31/2024,04:15.0,card,ANON-0000-0000-0440,32.82,Latte
7/31/2024,22:38.9,card,ANON-0000-0000-0441,23.02,Cortado
7/31/2024,28:45.1,card,ANON-0000-0000-0009,32.82,Latte
7/31/2024,46:42.4,card,ANON-0000-0000-0442,32.82,Cocoa
7/31/2024,50:07.4,card,ANON-0000-0000-0443,23.02,Cortado
7/31/2024,51:10.4,card,ANON-0000-0000-0443,32.82,Latte
7/31/2024,52:14.8,card,ANON-0000-0000-0153,32.82,Cappuccino
7/31/2024,53:35.1,card,ANON-0000-0000-0443,23.02,Cortado
7/31/2024,59:25.0,card,ANON-0000-0000-0040,27.92,Americano with Milk
7/31/2024,26:26.0,card,ANON-0000-0000-0444,32.82,Latte
7/31/2024,54:11.8,card,ANON-0000-0000-0445,32.82,Latte
7/31/2024,55:16.6,card,ANON-0000-0000-0446,32.82,Latte
8/1/2024,31:00.1,card,ANON-0000-0000-0423,27.92,Americano with Milk
8/1/2024,25:20.1,card,ANON-0000-0000-0276,27.92,Americano with Milk
8/1/2024,04:14.1,card,ANON-0000-0000-0097,27.92,Americano with Milk
8/1/2024,22:46.4,card,ANON-0000-0000-0447,27.92,Americano with Milk
8/1/2024,22:46.6,card,ANON-0000-0000-0448,23.02,Cortado
8/1/2024,23:37.3,card,ANON-0000-0000-0448,32.82,Cappuccino
8/1/2024,49:07.3,card,ANON-0000-0000-0449,32.82,Cappuccino
8/1/2024,43:43.8,card,ANON-0000-0000-0423,27.92,Americano with Milk
8/1/2024,24:00.7,card,ANON-0000-0000-0450,27.92,Americano with Milk
8/1/2024,26:07.3,card,ANON-0000-0000-0450,23.02,Americano
8/1/2024,23:35.2,card,ANON-0000-0000-0451,23.02,Americano
8/1/2024,41:28.1,card,ANON-0000-0000-0452,32.82,Cappuccino
8/2/2024,01:54.2,card,ANON-0000-0000-0453,27.92,Americano with Milk
8/2/2024,35:02.9,card,ANON-0000-0000-0097,27.92,Americano with Milk
8/2/2024,09:19.5,card,ANON-0000-0000-0141,23.02,Cortado
8/2/2024,08:35.3,card,ANON-0000-0000-0454,27.92,Americano with Milk
8/2/2024,23:04.4,card,ANON-0000-0000-0009,32.82,Latte
8/3/2024,53:46.7,card,ANON-0000-0000-0097,27.92,Americano with Milk
8/3/2024,37:19.2,card,ANON-0000-0000-0401,27.92,Americano with Milk
8/3/2024,38:41.0,card,ANON-0000-0000-0401,27.92,Americano with Milk
8/3/2024,12:25.6,card,ANON-0000-0000-0304,27.92,Americano with Milk
8/3/2024,20:26.6,card,ANON-0000-0000-0455,23.02,Cortado
8/3/2024,21:22.0,card,ANON-0000-0000-0455,23.02,Cortado
8/3/2024,56:36.6,card,ANON-0000-0000-0040,18.12,Espresso
8/3/2024,57:31.3,card,ANON-0000-0000-0040,27.92,Americano with Milk
8/3/2024,03:35.8,card,ANON-0000-0000-0040,27.92,Americano with Milk
8/3/2024,53:59.9,card,ANON-0000-0000-0322,27.92,Americano with Milk
8/3/2024,38:42.0,card,ANON-0000-0000-0456,32.82,Cappuccino
8/3/2024,30:49.0,card,ANON-0000-0000-0457,32.82,Latte
8/3/2024,33:06.3,card,ANON-0000-0000-0457,32.82,Latte
8/4/2024,18:37.3,card,ANON-0000-0000-0458,32.82,Cappuccino
8/4/2024,37:51.1,card,ANON-0000-0000-0040,27.92,Americano with Milk
8/4/2024,50:54.6,card,ANON-0000-0000-0258,32.82,Cappuccino
8/4/2024,52:33.0,card,ANON-0000-0000-0258,27.92,Americano with Milk
8/4/2024,33:52.1,card,ANON-0000-0000-0268,32.82,Cappuccino
8/4/2024,35:05.9,card,ANON-0000-0000-0268,32.82,Cappuccino
8/5/2024,50:05.8,card,ANON-0000-0000-0459,23.02,Cortado
8/5/2024,19:19.2,card,ANON-0000-0000-0097,27.92,Americano with Milk
8/5/2024,20:47.4,card,ANON-0000-0000-0375,23.02,Cortado
8/5/2024,45:22.5,card,ANON-0000-0000-0460,32.82,Cappuccino
8/5/2024,05:57.7,card,ANON-0000-0000-0461,32.82,Latte
8/5/2024,07:18.8,card,ANON-0000-0000-0461,32.82,Latte
8/5/2024,44:24.5,card,ANON-0000-0000-0462,32.82,Latte
8/5/2024,45:32.1,card,ANON-0000-0000-0462,27.92,Americano with Milk
8/5/2024,20:02.7,card,ANON-0000-0000-0019,32.82,Latte
8/5/2024,34:51.5,card,ANON-0000-0000-0009,32.82,Latte
8/5/2024,49:30.9,card,ANON-0000-0000-0463,32.82,Cocoa
8/5/2024,50:21.9,card,ANON-0000-0000-0463,32.82,Cocoa
8/5/2024,43:48.2,card,ANON-0000-0000-0464,27.92,Americano with Milk
8/6/2024,21:03.3,card,ANON-0000-0000-0375,23.02,Cortado
8/6/2024,32:32.3,card,ANON-0000-0000-0465,32.82,Hot Chocolate
8/6/2024,40:49.2,card,ANON-0000-0000-0466,32.82,Cappuccino
8/6/2024,42:52.7,card,ANON-0000-0000-0466,32.82,Latte
8/6/2024,44:05.1,card,ANON-0000-0000-0466,32.82,Cocoa
8/6/2024,04:04.5,card,ANON-0000-0000-0019,32.82,Latte
8/6/2024,05:23.1,card,ANON-0000-0000-0467,27.92,Americano with Milk
8/6/2024,04:27.1,card,ANON-0000-0000-0468,32.82,Latte
8/7/2024,55:48.5,card,ANON-0000-0000-0453,27.92,Americano with Milk
8/7/2024,12:26.8,card,ANON-0000-0000-0003,23.02,Americano
8/7/2024,13:40.7,card,ANON-0000-0000-0003,23.02,Americano
8/7/2024,11:16.2,card,ANON-0000-0000-0469,18.12,Espresso
8/7/2024,19:01.7,card,ANON-0000-0000-0470,23.02,Americano
8/7/2024,36:22.7,card,ANON-0000-0000-0009,32.82,Latte
8/7/2024,40:09.3,card,ANON-0000-0000-0442,32.82,Cocoa
8/7/2024,18:12.0,card,ANON-0000-0000-0328,32.82,Cappuccino
8/7/2024,28:56.7,card,ANON-0000-0000-0471,32.82,Latte
8/7/2024,32:16.0,card,ANON-0000-0000-0472,32.82,Latte
8/8/2024,46:36.2,card,ANON-0000-0000-0141,18.12,Espresso
8/8/2024,47:28.7,card,ANON-0000-0000-0141,23.02,Cortado
8/8/2024,27:05.4,card,ANON-0000-0000-0420,27.92,Americano with Milk
8/8/2024,43:19.6,card,ANON-0000-0000-0141,23.02,Cortado
8/8/2024,44:15.0,card,ANON-0000-0000-0141,23.02,Cortado
8/8/2024,57:53.3,card,ANON-0000-0000-0473,32.82,Cappuccino
8/8/2024,17:51.7,card,ANON-0000-0000-0474,32.82,Cappuccino
8/8/2024,25:59.3,card,ANON-0000-0000-0311,27.92,Americano with Milk
8/9/2024,35:22.3,card,ANON-0000-0000-0475,32.82,Latte
8/9/2024,53:34.6,card,ANON-0000-0000-0476,23.02,Americano
8/9/2024,13:07.5,card,ANON-0000-0000-0141,23.02,Cortado
8/9/2024,26:47.2,card,ANON-0000-0000-0311,27.92,Americano with Milk
8/9/2024,28:08.7,card,ANON-0000-0000-0475,32.82,Latte
8/9/2024,29:48.7,card,ANON-0000-0000-0477,23.02,Americano
8/9/2024,56:27.7,card,ANON-0000-0000-0478,23.02,Americano
8/9/2024,03:06.6,card,ANON-0000-0000-0479,32.82,Hot Chocolate
8/10/2024,36:44.6,card,ANON-0000-0000-0480,32.82,Cappuccino
8/10/2024,37:57.1,card,ANON-0000-0000-0480,27.92,Americano with Milk
8/10/2024,45:09.0,card,ANON-0000-0000-0141,23.02,Cortado
8/10/2024,52:33.8,card,ANON-0000-0000-0012,23.02,Cortado
8/10/2024,54:23.5,card,ANON-0000-0000-0012,23.02,Americano
8/10/2024,15:10.9,card,ANON-0000-0000-0481,32.82,Latte
8/10/2024,33:12.5,card,ANON-0000-0000-0463,27.92,Americano with Milk
8/10/2024,06:12.1,card,ANON-0000-0000-0009,32.82,Latte
8/10/2024,16:48.6,card,ANON-0000-0000-0482,32.82,Cocoa
8/10/2024,17:41.1,card,ANON-0000-0000-0482,32.82,Cocoa
8/10/2024,37:41.5,card,ANON-0000-0000-0442,32.82,Cocoa
8/11/2024,52:36.6,card,ANON-0000-0000-0440,32.82,Latte
8/11/2024,53:43.6,card,ANON-0000-0000-0440,32.82,Latte
8/11/2024,17:23.6,card,ANON-0000-0000-0347,27.92,Americano with Milk
8/11/2024,56:41.1,card,ANON-0000-0000-0480,32.82,Cappuccino
8/11/2024,57:41.3,card,ANON-0000-0000-0480,27.92,Americano with Milk
8/11/2024,20:19.6,card,ANON-0000-0000-0141,23.02,Cortado
8/11/2024,53:51.6,card,ANON-0000-0000-0483,32.82,Latte
8/11/2024,55:14.9,card,ANON-0000-0000-0484,27.92,Americano with Milk
8/11/2024,56:27.7,card,ANON-0000-0000-0484,32.82,Cocoa
8/11/2024,27:35.1,card,ANON-0000-0000-0414,32.82,Cappuccino
8/11/2024,28:38.3,card,ANON-0000-0000-0485,18.12,Espresso
8/11/2024,30:32.5,card,ANON-0000-0000-0486,23.02,Cortado
8/11/2024,41:09.1,card,ANON-0000-0000-0475,32.82,Latte
